TIME_PERIOD,OBS_VALUE,indic,geo
2010-12-01,-9.6,Assessment of order-book levels - industry,Netherlands
2011-03-01,-5.8,Assessment of order-book levels - industry,Netherlands
2011-06-01,-8.0,Assessment of order-book levels - industry,Netherlands
2011-09-01,-12.8,Assessment of order-book levels - industry,Netherlands
2011-12-01,-12.4,Assessment of order-book levels - industry,Netherlands
2012-03-01,-14.7,Assessment of order-book levels - industry,Netherlands
2012-06-01,-18.0,Assessment of order-book levels - industry,Netherlands
2012-09-01,-18.9,Assessment of order-book levels - industry,Netherlands
2012-12-01,-19.9,Assessment of order-book levels - industry,Netherlands
2013-03-01,-19.7,Assessment of order-book levels - industry,Netherlands
2013-06-01,-19.8,Assessment of order-book levels - industry,Netherlands
2013-09-01,-15.2,Assessment of order-book levels - industry,Netherlands
2013-12-01,-14.8,Assessment of order-book levels - industry,Netherlands
2014-03-01,-12.1,Assessment of order-book levels - industry,Netherlands
2014-06-01,-11.2,Assessment of order-book levels - industry,Netherlands
2014-09-01,-9.3,Assessment of order-book levels - industry,Netherlands
2014-12-01,-5.7,Assessment of order-book levels - industry,Netherlands
2015-03-01,-7.3,Assessment of order-book levels - industry,Netherlands
2015-06-01,-4.9,Assessment of order-book levels - industry,Netherlands
2015-09-01,-3.6,Assessment of order-book levels - industry,Netherlands
2015-12-01,-4.7,Assessment of order-book levels - industry,Netherlands
2016-03-01,-4.9,Assessment of order-book levels - industry,Netherlands
2016-06-01,-0.9,Assessment of order-book levels - industry,Netherlands
2016-09-01,-1.9,Assessment of order-book levels - industry,Netherlands
2016-12-01,-1.1,Assessment of order-book levels - industry,Netherlands
2017-03-01,3.9,Assessment of order-book levels - industry,Netherlands
2017-06-01,4.6,Assessment of order-book levels - industry,Netherlands
2017-09-01,2.6,Assessment of order-book levels - industry,Netherlands
2017-12-01,8.6,Assessment of order-book levels - industry,Netherlands
2018-03-01,5.6,Assessment of order-book levels - industry,Netherlands
2018-06-01,8.1,Assessment of order-book levels - industry,Netherlands
2018-09-01,3.9,Assessment of order-book levels - industry,Netherlands
2018-12-01,3.4,Assessment of order-book levels - industry,Netherlands
2019-03-01,4.5,Assessment of order-book levels - industry,Netherlands
2019-06-01,1.1,Assessment of order-book levels - industry,Netherlands
2019-09-01,-0.7,Assessment of order-book levels - industry,Netherlands
2019-12-01,-0.1,Assessment of order-book levels - industry,Netherlands
2020-03-01,-0.8,Assessment of order-book levels - industry,Netherlands
2020-06-01,-34.7,Assessment of order-book levels - industry,Netherlands
2020-09-01,-22.6,Assessment of order-book levels - industry,Netherlands
2010-06-01,-48.2,Assessment of order-book levels - industry,Poland
2010-09-01,-43.7,Assessment of order-book levels - industry,Poland
2010-12-01,-42.8,Assessment of order-book levels - industry,Poland
2011-03-01,-45.6,Assessment of order-book levels - industry,Poland
2011-06-01,-43.0,Assessment of order-book levels - industry,Poland
2011-09-01,-46.9,Assessment of order-book levels - industry,Poland
2011-12-01,-43.1,Assessment of order-book levels - industry,Poland
2012-03-01,-47.5,Assessment of order-book levels - industry,Poland
2012-06-01,-46.1,Assessment of order-book levels - industry,Poland
2012-09-01,-48.6,Assessment of order-book levels - industry,Poland
2012-12-01,-50.8,Assessment of order-book levels - industry,Poland
2013-03-01,-51.4,Assessment of order-book levels - industry,Poland
2013-06-01,-46.9,Assessment of order-book levels - industry,Poland
2013-09-01,-44.6,Assessment of order-book levels - industry,Poland
2013-12-01,-44.0,Assessment of order-book levels - industry,Poland
2014-03-01,-42.4,Assessment of order-book levels - industry,Poland
2014-06-01,-40.2,Assessment of order-book levels - industry,Poland
2014-09-01,-42.1,Assessment of order-book levels - industry,Poland
2014-12-01,-39.5,Assessment of order-book levels - industry,Poland
2015-03-01,-42.0,Assessment of order-book levels - industry,Poland
2015-06-01,-40.6,Assessment of order-book levels - industry,Poland
2015-09-01,-39.9,Assessment of order-book levels - industry,Poland
2015-12-01,-39.7,Assessment of order-book levels - industry,Poland
2016-03-01,-35.7,Assessment of order-book levels - industry,Poland
2016-06-01,-36.7,Assessment of order-book levels - industry,Poland
2016-09-01,-36.9,Assessment of order-book levels - industry,Poland
2016-12-01,-36.3,Assessment of order-book levels - industry,Poland
2017-03-01,-36.3,Assessment of order-book levels - industry,Poland
2017-06-01,-34.2,Assessment of order-book levels - industry,Poland
2017-09-01,-32.0,Assessment of order-book levels - industry,Poland
2017-12-01,-29.5,Assessment of order-book levels - industry,Poland
2018-03-01,-24.9,Assessment of order-book levels - industry,Poland
2018-06-01,-23.5,Assessment of order-book levels - industry,Poland
2018-09-01,-29.3,Assessment of order-book levels - industry,Poland
2018-12-01,-24.8,Assessment of order-book levels - industry,Poland
2019-03-01,-27.2,Assessment of order-book levels - industry,Poland
2019-06-01,-30.7,Assessment of order-book levels - industry,Poland
2019-09-01,-32.5,Assessment of order-book levels - industry,Poland
2019-12-01,-34.2,Assessment of order-book levels - industry,Poland
2020-03-01,-35.6,Assessment of order-book levels - industry,Poland
2020-06-01,-61.6,Assessment of order-book levels - industry,Poland
2020-09-01,-48.5,Assessment of order-book levels - industry,Poland
2010-06-01,-35.2,Assessment of order-book levels - industry,Portugal
2010-09-01,-15.7,Assessment of order-book levels - industry,Portugal
2010-12-01,-33.0,Assessment of order-book levels - industry,Portugal
2011-03-01,-32.9,Assessment of order-book levels - industry,Portugal
2011-06-01,-35.2,Assessment of order-book levels - industry,Portugal
2011-09-01,-38.0,Assessment of order-book levels - industry,Portugal
2011-12-01,-44.1,Assessment of order-book levels - industry,Portugal
2012-03-01,-46.0,Assessment of order-book levels - industry,Portugal
2012-06-01,-43.8,Assessment of order-book levels - industry,Portugal
2012-09-01,-43.5,Assessment of order-book levels - industry,Portugal
2012-12-01,-44.2,Assessment of order-book levels - industry,Portugal
2013-03-01,-43.4,Assessment of order-book levels - industry,Portugal
2013-06-01,-39.1,Assessment of order-book levels - industry,Portugal
2013-09-01,-30.3,Assessment of order-book levels - industry,Portugal
2013-12-01,-26.2,Assessment of order-book levels - industry,Portugal
2014-03-01,-24.6,Assessment of order-book levels - industry,Portugal
2014-06-01,-26.0,Assessment of order-book levels - industry,Portugal
2014-09-01,-14.5,Assessment of order-book levels - industry,Portugal
2014-12-01,-12.4,Assessment of order-book levels - industry,Portugal
2015-03-01,-11.8,Assessment of order-book levels - industry,Portugal
2015-06-01,-9.8,Assessment of order-book levels - industry,Portugal
2015-09-01,-7.2,Assessment of order-book levels - industry,Portugal
2015-12-01,-10.5,Assessment of order-book levels - industry,Portugal
2016-03-01,-11.7,Assessment of order-book levels - industry,Portugal
2016-06-01,-7.1,Assessment of order-book levels - industry,Portugal
2016-09-01,-6.7,Assessment of order-book levels - industry,Portugal
2016-12-01,-3.8,Assessment of order-book levels - industry,Portugal
2017-03-01,-4.4,Assessment of order-book levels - industry,Portugal
2017-06-01,-0.9,Assessment of order-book levels - industry,Portugal
2017-09-01,-2.4,Assessment of order-book levels - industry,Portugal
2017-12-01,0.6,Assessment of order-book levels - industry,Portugal
2018-03-01,-2.0,Assessment of order-book levels - industry,Portugal
2018-06-01,-5.6,Assessment of order-book levels - industry,Portugal
2018-09-01,-8.9,Assessment of order-book levels - industry,Portugal
2018-12-01,-7.4,Assessment of order-book levels - industry,Portugal
2019-03-01,-9.2,Assessment of order-book levels - industry,Portugal
2019-06-01,-8.1,Assessment of order-book levels - industry,Portugal
2019-09-01,-13.8,Assessment of order-book levels - industry,Portugal
2019-12-01,-12.4,Assessment of order-book levels - industry,Portugal
2020-03-01,-16.8,Assessment of order-book levels - industry,Portugal
2020-06-01,-68.4,Assessment of order-book levels - industry,Portugal
2020-09-01,-43.9,Assessment of order-book levels - industry,Portugal
2010-06-01,-29.4,Assessment of order-book levels - industry,Romania
2010-09-01,-24.5,Assessment of order-book levels - industry,Romania
2010-12-01,-19.9,Assessment of order-book levels - industry,Romania
2011-03-01,-17.0,Assessment of order-book levels - industry,Romania
2011-06-01,-16.9,Assessment of order-book levels - industry,Romania
2011-09-01,-17.5,Assessment of order-book levels - industry,Romania
2011-12-01,-18.0,Assessment of order-book levels - industry,Romania
2012-03-01,-18.6,Assessment of order-book levels - industry,Romania
2012-06-01,-16.9,Assessment of order-book levels - industry,Romania
2012-09-01,-17.1,Assessment of order-book levels - industry,Romania
2012-12-01,-16.8,Assessment of order-book levels - industry,Romania
2013-03-01,-17.3,Assessment of order-book levels - industry,Romania
2013-06-01,-18.1,Assessment of order-book levels - industry,Romania
2013-09-01,-16.3,Assessment of order-book levels - industry,Romania
2013-12-01,-14.2,Assessment of order-book levels - industry,Romania
2014-03-01,-11.1,Assessment of order-book levels - industry,Romania
2014-06-01,-9.6,Assessment of order-book levels - industry,Romania
2014-09-01,-11.3,Assessment of order-book levels - industry,Romania
2014-12-01,-9.8,Assessment of order-book levels - industry,Romania
2015-03-01,-9.3,Assessment of order-book levels - industry,Romania
2015-06-01,-8.2,Assessment of order-book levels - industry,Romania
2015-09-01,-9.2,Assessment of order-book levels - industry,Romania
2015-12-01,-9.1,Assessment of order-book levels - industry,Romania
2016-03-01,-7.7,Assessment of order-book levels - industry,Romania
2016-06-01,-7.3,Assessment of order-book levels - industry,Romania
2016-09-01,-6.9,Assessment of order-book levels - industry,Romania
2016-12-01,-6.4,Assessment of order-book levels - industry,Romania
2017-03-01,-7.0,Assessment of order-book levels - industry,Romania
2017-06-01,-8.2,Assessment of order-book levels - industry,Romania
2017-09-01,-6.0,Assessment of order-book levels - industry,Romania
2017-12-01,-4.8,Assessment of order-book levels - industry,Romania
2018-03-01,-5.2,Assessment of order-book levels - industry,Romania
2018-06-01,-4.7,Assessment of order-book levels - industry,Romania
2018-09-01,-6.2,Assessment of order-book levels - industry,Romania
2018-12-01,-7.2,Assessment of order-book levels - industry,Romania
2019-03-01,-4.4,Assessment of order-book levels - industry,Romania
2019-06-01,-5.5,Assessment of order-book levels - industry,Romania
2019-09-01,-7.4,Assessment of order-book levels - industry,Romania
2019-12-01,-6.5,Assessment of order-book levels - industry,Romania
2020-03-01,-8.0,Assessment of order-book levels - industry,Romania
2020-06-01,-43.2,Assessment of order-book levels - industry,Romania
2020-09-01,-21.2,Assessment of order-book levels - industry,Romania
2010-06-01,-11.6,Assessment of order-book levels - industry,Sweden
2010-09-01,-5.0,Assessment of order-book levels - industry,Sweden
2010-12-01,-13.9,Assessment of order-book levels - industry,Sweden
2011-03-01,-6.0,Assessment of order-book levels - industry,Sweden
2011-06-01,-5.2,Assessment of order-book levels - industry,Sweden
2011-09-01,-16.3,Assessment of order-book levels - industry,Sweden
2011-12-01,-27.9,Assessment of order-book levels - industry,Sweden
2012-03-01,-22.5,Assessment of order-book levels - industry,Sweden
2012-06-01,-21.5,Assessment of order-book levels - industry,Sweden
2012-09-01,-28.3,Assessment of order-book levels - industry,Sweden
2012-12-01,-39.7,Assessment of order-book levels - industry,Sweden
2013-03-01,-27.9,Assessment of order-book levels - industry,Sweden
2013-06-01,-29.5,Assessment of order-book levels - industry,Sweden
2013-09-01,-32.5,Assessment of order-book levels - industry,Sweden
2013-12-01,-28.6,Assessment of order-book levels - industry,Sweden
2014-03-01,-30.8,Assessment of order-book levels - industry,Sweden
2014-06-01,-21.9,Assessment of order-book levels - industry,Sweden
2014-09-01,-14.0,Assessment of order-book levels - industry,Sweden
2014-12-01,-24.8,Assessment of order-book levels - industry,Sweden
2015-03-01,-16.6,Assessment of order-book levels - industry,Sweden
2015-06-01,-8.4,Assessment of order-book levels - industry,Sweden
2015-09-01,-9.4,Assessment of order-book levels - industry,Sweden
2015-12-01,-10.0,Assessment of order-book levels - industry,Sweden
2016-03-01,-9.6,Assessment of order-book levels - industry,Sweden
2016-06-01,-9.0,Assessment of order-book levels - industry,Sweden
2016-09-01,-19.5,Assessment of order-book levels - industry,Sweden
2016-12-01,2.5,Assessment of order-book levels - industry,Sweden
2017-03-01,-0.4,Assessment of order-book levels - industry,Sweden
2017-06-01,16.1,Assessment of order-book levels - industry,Sweden
2017-09-01,14.7,Assessment of order-book levels - industry,Sweden
2017-12-01,16.5,Assessment of order-book levels - industry,Sweden
2018-03-01,20.5,Assessment of order-book levels - industry,Sweden
2018-06-01,13.2,Assessment of order-book levels - industry,Sweden
2018-09-01,12.8,Assessment of order-book levels - industry,Sweden
2018-12-01,18.4,Assessment of order-book levels - industry,Sweden
2019-03-01,4.4,Assessment of order-book levels - industry,Sweden
2019-06-01,-2.8,Assessment of order-book levels - industry,Sweden
2019-09-01,-14.1,Assessment of order-book levels - industry,Sweden
2019-12-01,-15.7,Assessment of order-book levels - industry,Sweden
2020-03-01,-8.7,Assessment of order-book levels - industry,Sweden
2020-06-01,-32.9,Assessment of order-book levels - industry,Sweden
2020-09-01,-19.1,Assessment of order-book levels - industry,Sweden
